timestamp,score,is_drowsy
2025-12-07 12:22:29,0.0,False
2025-12-07 12:22:30,0.0,False
2025-12-07 12:22:32,0.33070813068949845,False
2025-12-07 12:22:33,0.30804792918883683,False
2025-12-07 12:22:34,0.42901362055297854,False
2025-12-07 12:22:35,0.0,False
2025-12-07 12:22:37,0.31256566599149416,False
2025-12-07 12:22:38,0.2768331664297941,False
2025-12-07 12:22:39,0.3208016180730916,False
2025-12-07 12:22:41,0.31151759786727606,False
2025-12-07 12:22:42,0.22356272723669218,False
2025-12-07 12:22:44,0.221066239639368,False
2025-12-07 12:22:45,0.16290410670045202,True
2025-12-07 12:22:54,0.3034653227508588,False
2025-12-07 12:22:55,0.3073003915867917,False
2025-12-07 12:22:56,0.3168752954661142,False
2025-12-07 12:22:58,0.30801931189881765,False
2025-12-07 12:22:59,0.29693383479391866,False
2025-12-07 12:23:01,0.2024159478522382,False
2025-12-07 12:23:02,0.33401407058318733,False
2025-12-07 12:23:04,0.25568085325383905,False
2025-12-07 12:23:05,0.33803617960369287,False
2025-12-07 12:23:07,0.34859065005088763,False
2025-12-07 12:23:08,0.35103827763200535,False
2025-12-07 12:23:09,0.3462016418978012,False
2025-12-07 12:23:11,0.34859065005088763,False
2025-12-07 12:23:12,0.3488307338406793,False
2025-12-07 12:23:14,0.2921453663996296,False
2025-12-07 12:23:15,0.14568808232395308,True
2025-12-07 12:23:23,0.28940958834650793,False
2025-12-07 12:23:24,0.2976294413924634,False
2025-12-07 12:23:26,0.3077109686031828,False
2025-12-07 12:23:27,0.32641788310542436,False
2025-12-07 12:23:29,0.2319281137325635,False
2025-12-07 12:23:30,0.28032211875927915,False
2025-12-07 12:23:32,0.28112815585963125,False
2025-12-07 12:23:33,0.30672598299166914,False
2025-12-07 12:23:34,0.3125143206018537,False
2025-12-07 12:23:36,0.28544780266768666,False
2025-12-07 12:23:37,0.3025013089478126,False
2025-12-07 12:23:39,0.30705435791976166,False
2025-12-07 12:23:40,0.17754799341576843,True
2025-12-07 12:23:48,0.2826960597016672,False
2025-12-07 12:23:49,0.28187394315535386,False
2025-12-07 12:23:51,0.3200249050191288,False
2025-12-07 12:23:52,0.0,False
2025-12-07 12:23:54,0.0,False
2025-12-07 12:23:55,0.3082098541190442,False
2025-12-07 12:23:57,0.3357081553122875,False
2025-12-07 12:23:59,0.2555852996228171,False
2025-12-07 12:24:00,0.27268152361617704,False
2025-12-07 12:24:02,0.18273719821992368,True
